FlightNumber,PurposeofFlight,From,To,DepartureTime,ArrivelTime,FlyingHours,Date,PilotID,AircraftID,AccidentNumber
20071108X01756 , Personal , United States ,Czech Republic,10:00 AM,3:10 PM,5h 10m, 09/29/2007 ,524092, N4468Z , NYC07LA244 
20071217X01943 , Positioning , United States ,Czech Republic,8:30 AM,3:10 PM,6h 40m, 09/28/2007 ,506303, N203AB , NYC07LA243 
20071005X01516 , Instructional , United States ,Denmark,12:00 PM,5:00 PM,5h 0m, 09/28/2007 ,494866, N2341J , DFW07IA212 
20071009X01531 , Executive/Corporate , United States ,Denmark,2:00 PM,6:15 PM,4h 15m, 09/28/2007 ,525553, N8844H , CHI07LA309 
20071002X01489 ,  , United States ,Denmark,12:00 PM,6:15 PM,6h 15m, 09/28/2007 ,519493, N3948W , ANC07FA109 
20071101X01697 , Personal , United States ,Denmark,8:00 AM,3:10 PM,7h 10m, 09/27/2007 ,500386, N7837G , LAX07CA285 
20071026X01670 ,  , United States ,Denmark,12:00 PM,6:15 PM,6h 15m, 09/27/2007 ,520642, N123MD , LAX07CA286 
20071102X01714 , Personal , United States ,Denmark,1:20 PM,6:15 PM,4h 55m, 09/26/2007 ,491104, N2455B , CHI07CA315 
20071105X01730 , Personal , United States ,Denmark,1:20 PM,6:15 PM,4h 55m, 09/26/2007 ,521925, N97996 , CHI07CA308 
20071127X01849 , Aerial Observation , Uganda ,Denmark,11:25 AM,6:15 PM,6h 50m, 09/26/2007 ,499371, N7078T , MIA07WA153 
20071126X01837 , Personal , United States ,Denmark,2:00 PM,7:55 PM,5h 55m, 09/26/2007 ,502000, C-FTPA , CHI08CA011 
20071126X01839 , Instructional , United States ,Denmark,3:00 PM,7:55 PM,4h 55m, 09/25/2007 ,516668, N190BJ , ATL07LA131 
20071011X01543 , Personal , United States ,Denmark,1:00 PM,7:55 PM,6h 55m, 09/25/2007 ,511984, N8033M , CHI07LA312 
20071005X01522 , Personal , United States ,Denmark,6:00 AM,7:05 AM,1h 5m, 09/25/2007 ,526300, N5294D , DEN07LA167 
20071009X01537 , Personal , United States ,Denmark,7:00 AM,8:05 AM,1h 5m, 09/25/2007 ,488982, N2088Z , LAX07CA283 
20071012X01571 , Flight Test , United States ,Denmark,3:00 PM,4:05 PM,1h 5m, 09/25/2007 ,492257, N3653 , LAX07CA282 
20071003X01495 , Personal , United States ,Denmark,6:30 PM,7:35 PM,1h 5m, 09/25/2007 ,493855, N3134Q , CHI07CA311 
20071029X01683 , Instructional , United States ,Djibouti,4:00 PM,5:05 PM,1h 5m, 09/24/2007 ,522928, N10TM , NYC07LA241 
20071017X01598 , Instructional , United States ,Djibouti,4:30 PM,5:35 PM,1h 5m, 09/23/2007 ,498101, N9271Q , DFW07CA211 
20071011X01539 ,  , United Kingdom ,Djibouti,8:00 PM,9:05 PM,1h 5m, 09/23/2007 ,511078, N416EC , DFW07CA209 
20071026X01668 , Personal , Italy ,Djibouti,6:00 PM,7:05 PM,1h 5m, 09/23/2007 ,501598, N9285J , DFW07CA210 
20071026X01669 , Personal , United States ,Dominican Republic,9:00 PM,10:05 PM,1h 5m, 09/22/2007 ,497624, N2825Z , ATL07LA130 
20071024X01648 , Personal , United States ,Dominican Republic,11:00 AM,12:05 PM,1h 5m, 09/22/2007 ,510100, N4764T , DCA07MA310 
20071104X01723 , Personal , United States ,Dominican Republic,5:00 PM,6:05 PM,1h 5m, 09/22/2007 ,512551, N1415B , ANC07LA108 
20071002X01490 , Personal , United States ,Dominican Republic,6:30 AM,7:35 AM,1h 5m, 09/22/2007 ,499722, N8751Y , LAX07LA281 
20071022X01630 , Instructional , United States ,Dominican Republic,7:00 PM,8:05 PM,1h 5m, 09/22/2007 ,516331, N91357 , CHI07FA305 
20071004X01496 , Personal , United States ,Dominican Republic,4:00 PM,5:05 PM,1h 5m, 09/22/2007 ,492345, N7072E , CHI07CA306 
20071102X01715 , Personal , United States ,Dominican Republic,11:05 AM,8:05 PM,9h 0m, 09/22/2007 ,514651, N729CM , DCA07WA064 
20071115X01797 , Business , United States ,Dominican Republic,5:30 PM,6:35 PM,1h 5m, 09/22/2007 ,491993, N1950E , MIA07LA158 
20071108X01755 , Positioning , United States ,Dominican Republic,2:00 PM,8:05 PM,6h 5m, 09/21/2007 ,517141, N6017P , SEA07CA273 
20071004X01514 , Personal , United States ,Dominican Republic,11:25 AM,6:30 PM,7h 5m, 09/21/2007 ,500710, N105WB , SEA07CA271 
20070926X01452 , Personal , United States ,Dominican Republic,9:20 AM,4:25 PM,7h 5m, 09/21/2007 ,525449, N9539G , SEA07CA274 
20071116X01801 , Instructional , United States ,Dominican Republic,9:15 AM,6:45 PM,9h 30m, 09/21/2007 ,487517, N1844Q , NYC07CA239 
20071116X01802 , Personal , United States ,Dominican Republic,5:30 PM,6:35 PM,1h 5m, 09/21/2007 ,508852, N20577 , MIA07LA157 
20071127X01854 , Personal , United States ,Dominican Republic,5:00 PM,6:05 PM,1h 5m, 09/21/2007 ,498569, N110SP , DFW07LA207 
20071101X01700 , Instructional , United States ,Dominican Republic,7:00 PM,8:05 PM,1h 5m, 09/21/2007 ,502810, N515KJ , DEN07FA165 
20071005X01518 ,  , United States ,Ecuador,6:30 PM,7:35 PM,1h 5m, 09/21/2007 ,519557, N8260R , LAX07CA287 
20071119X01806 , Personal , United States ,Ecuador,8:30 AM,9:35 AM,1h 5m, 09/21/2007 ,500604, N616EV , DCA08WA004 
20070926X01450 ,  , Japan ,Ecuador,7:40 AM,1:55 PM,6h 15m, 09/20/2007 ,512257, N8522P , MIA07WA156 
20070927X01455 , Personal , United States ,Ecuador,12:25 PM,8:05 PM,7h 40m, 09/20/2007 ,500942, N877HF , MIA07LA155 
20071002X01491 , Personal , United States ,Ecuador,6:30 AM,2:50 PM,8h 20m, 09/20/2007 ,520649, N5073T , ANC07FA102 
20071012X01584 , Personal , United States ,Ecuador,8:30 AM,5:35 PM,9h 5m, 09/20/2007 ,498431, N5344U , CHI07CA303 
20070925X01444 , Personal , United States ,Ecuador,11:00 AM,12:05 PM,1h 5m, 09/20/2007 ,517705, N1VD , CHI07CA304 
20071101X01702 , Personal , United States ,Ecuador,8:00 AM,9:05 AM,1h 5m, 09/20/2007 ,506723, N11XR , NYC07CA236 
20071017X01607 , Business , United States ,Ecuador,3:00 PM,4:05 PM,1h 5m, 09/20/2007 ,527592, N132SH , ANC07CA107 
20071009X01533 , Ferry , United States ,Ecuador,10:00 AM,11:05 AM,1h 5m, 09/20/2007 ,514819, N100G , ATL07LA129 
20070928X01469 , Personal , United States ,Ecuador,7:30 AM,8:35 AM,1h 5m, 09/20/2007 ,511526, N769R , DEN08IA030 
20071004X01513 , Personal , United States ,Ecuador,1:00 PM,2:05 PM,1h 5m, 09/19/2007 ,515826, N109PA , ANC07LA104 
20071030X01690 , Executive/Corporate , United States ,Ecuador,12:25 PM,6:45 PM,6h 20m, 09/19/2007 ,509665, N1145X , ANC07LA106 
20071026X01666 , Instructional , United States ,Ecuador,9:20 AM,5:35 PM,8h 15m, 09/19/2007 ,493794, N423SH , SEA07LA270 
20071106X01736 , Personal , United States ,Ecuador,9:20 AM,6:30 PM,9h 10m, 09/19/2007 ,486926, N30926 , SEA07CA269 
20071103X01718 , Instructional , United States ,Egypt,6:35 AM,3:15 PM,8h 40m, 09/18/2007 ,522515, N269HB , MIA07FA154 
20071009X01535 , Personal , United States ,Egypt,11:50 AM,6:05 PM,6h 15m, 09/18/2007 ,519112, N319AM , ANC07CA105 
20071004X01503 , Instructional , United States ,Egypt,9:30 AM,5:00 PM,7h 30m, 09/18/2007 ,525433, N1811Q , NYC07CA235 
20070926X01449 , Personal , United States ,Egypt,9:30 AM,6:45 PM,9h 15m, 09/17/2007 ,515125, N139DK , NYC07FA234 
20071031X01693 , Personal , United States ,Egypt,7:00 AM,8:05 AM,1h 5m, 09/17/2007 ,513896, N360SS , NYC07LA233 
20070924X01432 , Public Aircraft - Federal , United States ,Egypt,6:00 AM,9:05 AM,3h 5m, 09/17/2007 ,489250, N313BG , DCA08WA001 
20071005X01517 , Personal , United States ,Egypt,6:40 AM,4:05 PM,9h 25m, 09/17/2007 ,488908, N6735J , DEN07CA162 
20071003X01493 , Personal , United States ,Egypt,8:05 AM,2:50 PM,6h 45m, 09/16/2007 ,518208, N4719B , SEA07CA272 
20071024X01649 , Personal , United States ,Egypt,8:10 AM,5:45 PM,9h 35m, 09/16/2007 ,527312, N965SH , SEA07CA267 
20071127X01853 , Personal , United States ,Egypt,11:40 AM,6:45 PM,7h 5m, 09/16/2007 ,491251, N40325 , NYC07CA238 
20071015X01586 , Air Race/Show , United States ,Egypt,10:40 AM,6:05 PM,7h 25m, 09/16/2007 ,494130, N24WR , DEN07CA161 
20071024X01647 , Personal , United States ,Egypt,8:20 AM,6:05 PM,9h 45m, 09/16/2007 ,525081, N68462 , DEN07CA163 
20070927X01464 , Personal , United States ,Egypt,4:10 PM,6:30 PM,2h 20m, 09/16/2007 ,526142, N7221Q , ANC07FA103 
20070924X01431 , Personal , United States ,Egypt,3:15 PM,5:35 PM,2h 20m, 09/16/2007 ,517942, N6731U , CHI07LA302 
20070927X01462 , Unknown , United Kingdom ,Egypt,1:20 PM,3:40 PM,2h 20m, 09/16/2007 ,526223, N993KC , SEA07LA266 
20070928X01468 ,  , Thailand ,El Salvador,8:30 AM,11:05 AM,2h 35m, 09/16/2007 ,494440, N269RV , ATL07LA128 
20071126X01845 , Personal , Switzerland ,El Salvador,1:20 PM,4:25 PM,3h 5m, 09/16/2007 ,498163, N119G , CHI07LA307 
20071102X01716 , Personal , United States ,El Salvador,3:15 PM,6:30 PM,3h 15m, 09/15/2007 ,526852, N335DF , NYC07LA237 
20071113X01786 , Positioning , United States ,El Salvador,9:20 AM,12:50 PM,3h 30m, 09/15/2007 ,508186, N1229X , NYC07CA240 
20071113X01784 , Personal , United States ,El Salvador,11:25 AM,3:40 PM,4h 15m, 09/15/2007 ,521776, N12189 , ANC07CA101 
20071023X01638 , Instructional , United States ,El Salvador,6:50 AM,11:05 AM,4h 15m, 09/15/2007 ,491613, N6014U , SEA07CA265 
20071018X01619 , Aerial Application , United States ,El Salvador,1:20 PM,5:35 PM,4h 15m, 09/14/2007 ,501057, N205LT , LAX07LA280 
20071017X01606 , Instructional , United States ,El Salvador,8:30 AM,12:50 PM,4h 20m, 09/14/2007 ,503221, N82022 , MIA07LA152 
20071001X01488 , Personal , United States ,El Salvador,12:00 PM,1:05 PM,1h 5m, 09/14/2007 ,497128, N261BH , LAX07TA277 
20070921X01426 , Personal , United States ,El Salvador,1:00 PM,6:05 PM,5h 5m, 09/14/2007 ,506812, N13NG , NYC07LA232 
20070924X01440 , Air Race/Show , United States ,El Salvador,11:35 AM,5:35 PM,6h 0m, 09/14/2007 ,491913, N402BF , DFW07CA200 
20070925X01443 , Instructional , United States ,El Salvador,11:10 AM,6:35 PM,7h 25m, 09/14/2007 ,525693, N94260 , CHI07CA314 
20080611X00829 , Executive/Corporate , United States ,El Salvador,2:00 PM,5:05 PM,3h 5m, 09/14/2007 ,523715, N2353Y , DFW07CA202 
20070928X01470 , Personal , United States ,El Salvador,6:40 AM,1:50 PM,7h 10m, 09/14/2007 ,495082, N1237H , DFW07CA201 
20070918X01410 ,  , Mexico ,Estonia,4:00 PM,7:00 PM,3h 0m, 09/14/2007 ,508777, N228C , CHI07CA300 
20070917X01405 , Positioning , United States ,Estonia,9:30 AM,1:55 PM,4h 25m, 09/13/2007 ,488015, N1954F , LAX07CA276 
20070927X01461 , Personal , United States ,Estonia,11:25 AM,2:30 PM,3h 5m, 09/13/2007 ,526080, N1751W , NYC07CA230 
20071005X01525 , Personal , United States ,Estonia,11:25 AM,4:25 PM,5h 0m, 09/13/2007 ,513407, N2420R , CHI07WA301 
20071012X01570 , Personal , United States ,Estonia,9:20 AM,2:30 PM,5h 10m, 09/13/2007 ,514568, N31HM , DCA07RA063 
20070924X01441 , Instructional , United States ,Estonia,11:10 AM,2:50 PM,3h 40m, 09/13/2007 ,489231, N19952 , DEN07WA164 
20071015X01585 ,  , United States ,Estonia,12:00 PM,3:05 PM,3h 5m, 09/13/2007 ,520048, N72699 , DFW07LA199 
20071018X01610 , Personal , United States ,Estonia,11:05 AM,3:15 PM,4h 10m, 09/13/2007 ,493649, N505RA , NYC07LA245 
20071018X01612 , Air Race/Show , United States ,Estonia,3:35 PM,8:05 PM,4h 30m, 09/13/2007 ,513954, N353TW , NYC07FA228 
20070923X01428 , Aerial Application , United States ,Estonia,5:00 PM,8:05 PM,3h 5m, 09/12/2007 ,500968, N3063Y , DEN07FA158 
20070927X01467 , Personal , United States ,Estonia,8:15 AM,3:15 PM,7h 0m, 09/12/2007 ,512626, N6729A , DFW07LA203 
20071017X01601 , Personal , United States ,Estonia,7:40 AM,10:25 AM,2h 45m, 09/12/2007 ,510162, N1758R , LAX07LA274 
20071108X01770 , Personal , United States ,Estonia,8:30 AM,5:35 PM,9h 5m, 09/12/2007 ,519111, N6070X , NYC07LA227 
20071105X01728 , Instructional , United States ,Ethiopia,6:00 PM,9:05 PM,3h 5m, 09/12/2007 ,526304, N7298R , LAX07CA275 
20071011X01566 , Business , United States ,Ethiopia,9:00 AM,4:05 PM,7h 5m, 09/12/2007 ,511405, N52033 , SEA07FA264A 
20071012X01583 , Personal , United States ,Ethiopia,11:00 AM,7:00 PM,8h 0m, 09/12/2007 ,518962, N819F , SEA07FA264B 
20070927X01453 , Personal , United States ,Ethiopia,8:30 AM,10:25 AM,1h 55m, 09/12/2007 ,520904, N62BA , LAX07CA273 
20070924X01433 , Personal , United States ,Ethiopia,2:25 PM,4:20 PM,1h 55m, 09/12/2007 ,513744, N6493W , NYC07LA229 
20070924X01438 , Instructional , United States ,Ethiopia,5:20 PM,7:15 PM,1h 55m, 09/12/2007 ,505589, N384CC , LAX07LA278 
20070919X01413 , Business , United States ,Ethiopia,7:20 PM,9:15 PM,1h 55m, 09/12/2007 ,496717, N93FD , DFW07WA205 
20070927X01463 , Personal , United States ,Ethiopia,1:30 PM,3:25 PM,1h 55m, 09/12/2007 ,503956, N267MW , NYC07FA226 
20070917X01398 , Personal , United States ,Ethiopia,6:00 AM,3:10 PM,9h 10m, 09/11/2007 ,501719, N702PA , NYC07CA224 
20070913X01393 , Personal , United States ,Finland,1:15 PM,3:10 PM,1h 55m, 09/11/2007 ,492544, N73455 , CHI07CA313 
20071012X01582 ,  , Haiti ,Finland,7:05 AM,9:00 AM,1h 55m, 09/11/2007 ,515333, N41734 , NYC07CA225 
20071011X01565 , Personal , United States ,Finland,9:00 AM,4:10 PM,7h 10m, 09/11/2007 ,489803, N8945V , CHI07CA299 
20071017X01595 , Instructional , United States ,Finland,6:00 AM,4:10 PM,10h 10m, 09/11/2007 ,518511, N155HC , SEA07CA261 
20071018X01615 , Business , United States ,Finland,6:00 AM,9:55 AM,3h 55m, 09/11/2007 ,494056, N445AF , OPS07IA010 
20071018X01620 , Personal , United States ,Finland,8:00 AM,3:10 PM,7h 10m, 09/11/2007 ,503396, N444CF , SEA07FA262 
20071025X01654 , Other Work Use , United States ,Finland,8:00 AM,3:10 PM,7h 10m, 09/11/2007 ,502759, N251AS , SEA07FA263 
20070923X01430 , Aerial Observation , United States ,Finland,7:00 AM,3:10 PM,8h 10m, 09/11/2007 ,520018, N240R , DEN07LA155 
20080227X00242 , Air Race/Show , United States ,Finland,8:00 AM,4:10 PM,8h 10m, 09/11/2007 ,503134, N46248 , DFW07FA198 
20070927X01460 ,  , United States ,Finland,11:00 AM,7:30 PM,8h 30m, 09/10/2007 ,527142, N351F , SEA07FA246 
20071103X01719 ,  , United States ,Finland,6:30 AM,3:10 PM,8h 40m, 09/10/2007 ,512167, N58332 , DEN07FA157 
20070920X01419 , Personal , United States ,Finland,7:00 AM,4:10 PM,9h 10m, 09/09/2007 ,523704, N58596 , SEA07CA260 
20071024X01646 , Personal , United States ,Finland,10:00 AM,7:30 PM,9h 30m, 09/09/2007 ,524047, N1118H , CHI07CA298 
20071011X01563 , Instructional , South Africa ,France,8:30 AM,7:30 PM,11h 0m, 09/09/2007 ,500701, N137GK , MIA07CA151 
20071012X01579 , Personal , Germany ,France,8:00 AM,7:30 PM,11h 30m, 09/08/2007 ,506083, N4756T , CHI07CA297 
20071012X01581 , Personal , United States ,France,6:30 AM,7:30 PM,13h 0m, 09/08/2007 ,489077, N5462 , LAX07CA279 
20071107X01745 , Personal , United States ,France,4:30 PM,7:30 PM,3h 0m, 09/08/2007 ,497065, N1301Y , NYC07CA231 
20070920X01418 , Positioning , United States ,France,12:00 PM,3:10 PM,3h 10m, 09/08/2007 ,519680, N2355H , DFW07LA197 
20070924X01434 , Personal , United States ,France,6:00 AM,11:05 AM,5h 5m, 09/08/2007 ,527492, N212YA , ATL07CA126 
20070911X01377 , Other Work Use , United States ,France,7:30 AM,7:30 PM,12h 0m, 09/08/2007 ,486414, N60867 , LAX07FA272 
20071101X01701 , Personal , United States ,France,7:00 AM,7:30 PM,12h 30m, 09/08/2007 ,498782, N7476 , NYC07CA222 
20071108X01764 , Instructional , United States ,France,8:30 PM,7:55 AM,11h 25m, 09/08/2007 ,502661, N62382 , MIA07WA150 
20071001X01486 , Positioning , United States ,France,8:30 PM,11:05 AM,14h 35m, 09/08/2007 ,509350, N1502V , SEA07CA268 
20081003X62956 , Personal , United States ,France,4:00 PM,7:55 AM,15h 55m, 09/08/2007 ,499814, N118TT , CHI07CA296 
20070919X01412 , Personal , United States ,France,12:00 PM,7:30 PM,7h 30m, 09/07/2007 ,513153, N547DB , SEA07CA256 
20071001X01485 , Personal , United States ,France,5:00 PM,7:55 AM,14h 55m, 09/07/2007 ,504349, N62063 , SEA07CA258 
20071005X01523 , Personal , United States ,France,9:00 PM,10:50 AM,13h 50m, 09/07/2007 ,512779, N84GT , ANC07LA099 
20071005X01530 , Personal , United States ,France,7:00 PM,10:50 AM,15h 50m, 09/07/2007 ,487568, N465MA , MIA07FA147 
20070911X01380 , Personal , United States ,Gabon,11:25 AM,7:30 PM,8h 5m, 09/07/2007 ,527626, Unknown , SEA07LA259 
20070919X01416 , Air Race/Show , United States ,Gabon,6:50 AM,4:10 PM,9h 20m, 09/07/2007 ,514999, N326DK , DEN07LA156 
20070917X01402 , Personal , United States ,Gabon,4:00 PM,7:30 PM,3h 30m, 09/07/2007 ,524482, N915W , ANC07CA097 
20071107X01751 , Unknown , Thailand ,Gabon,7:00 AM,11:05 AM,4h 5m, 09/07/2007 ,525220, N444LT , MIA07CA144 
20071017X01603 , Positioning , United States ,Gabon,3:00 PM,7:30 PM,4h 30m, 09/06/2007 ,528072, N65832 , LAX07CA271 
20071024X01650 , Personal , United States ,Gabon,9:00 AM,3:10 PM,6h 10m, 09/06/2007 ,504690, N5180G , DCA08WA009 
20071017X01602 , Personal , United States ,Gabon,8:00 PM,7:55 AM,11h 55m, 09/06/2007 ,493471, N5479A , DEN07WA159 
20071017X01593 , Personal , United States ,Gabon,6:00 PM,7:55 AM,13h 55m, 09/06/2007 ,515934, N546SW , LAX07CA269 
20070919X01417 , Business , United States ,Gabon,8:00 PM,11:05 AM,15h 5m, 09/05/2007 ,528419, N65PG , MIA07CA143 
20070924X01436 , Positioning , United States ,Gambia,8:00 PM,10:50 AM,14h 50m, 09/05/2007 ,522382, N13WA , NYC07CA223 
20070924X01437 , Instructional , United States ,Gambia,10:55 AM,12:50 PM,1h 55m, 09/05/2007 ,509375, N6578 , SEA07LA255 
20070921X01427 , Personal , United States ,Gambia,8:00 AM,11:05 AM,3h 5m, 09/05/2007 ,519075, N5731S , LAX07LA270 
20071011X01562 , Personal , United States ,Georgia,7:30 AM,10:50 AM,3h 20m, 09/05/2007 ,507429, N2520P , ATL07FA125 
20071023X01631 , Instructional , United States ,Georgia,7:00 AM,10:50 AM,3h 50m, 09/04/2007 ,505395, N2133B , DFW07CA195 
20070926X01447 , Personal , United States ,Georgia,11:00 AM,3:10 PM,4h 10m, 09/04/2007 ,525500, N22HW , NYC07CA220 
20070917X01406 , Personal , United States ,Georgia,12:00 PM,4:10 PM,4h 10m, 09/04/2007 ,513805, N3914Z , DFW07IA204 
20071101X01698 , Personal , United States ,Georgia,11:00 AM,3:10 PM,4h 10m, 09/03/2007 ,526516, N93783 , NYC07CA218 
20071108X01765 , Personal , United States ,Georgia,6:30 AM,10:50 AM,4h 20m, 09/03/2007 ,494589, N7321S , MIA07CA141 
20070920X01422 , Personal , United States ,Georgia,6:30 AM,11:05 AM,4h 35m, 09/03/2007 ,515363, N231BQ , ANC07LA096 
20070919X01415 , Personal , United States ,Georgia,10:00 AM,3:10 PM,5h 10m, 09/03/2007 ,525432, N1544K , SEA07LA254 
20071023X01641 , Instructional , United States ,Georgia,11:00 AM,4:10 PM,5h 10m, 09/03/2007 ,501554, N3077Q , SEA07LA253 
20071004X01497 , Personal , United States ,Georgia,11:00 AM,4:10 PM,5h 10m, 09/03/2007 ,489735, N2540T , NYC07LA219 
20070911X01378 , Personal , United States ,Georgia,10:00 AM,3:10 PM,5h 10m, 09/03/2007 ,527381, N2001S , CHI07CA295 
20071205X01900 , Personal , United States ,Georgia,10:00 AM,4:10 PM,6h 10m, 09/03/2007 ,494114, N2459Y , SEA07WA275 
20070926X01445 ,  , United States ,Georgia,10:00 AM,4:10 PM,6h 10m, 09/03/2007 ,495855, N96KL , NYC07LA221 
20071017X01605 , Personal , United States ,Georgia,8:30 AM,3:10 PM,6h 40m, 09/03/2007 ,497176, N1098F , NYC07FA217 
20071016X01589 , Personal , United States ,Georgia,8:00 AM,3:10 PM,7h 10m, 09/03/2007 ,519710, N3544Z , ANC07CA098 
20081007X17184 , Public Aircraft - State , United States ,Germany,7:30 AM,3:10 PM,7h 40m, 09/03/2007 ,490233, N8521Z , MIA07CA142 
20071005X01529 , Personal , United States ,Germany,8:30 AM,4:10 PM,7h 40m, 09/03/2007 ,513249, N143SH , MIA07LA148 
20071005X01526 , Personal , United States ,Germany,7:00 AM,3:10 PM,8h 10m, 09/02/2007 ,503989, N100RW , MIA07LA140 
20071005X01527 , Glider Tow , United States ,Germany,8:00 AM,4:10 PM,8h 10m, 09/02/2007 ,523821, N7325L , CHI07CA294 
20071009X01536 , Other Work Use , United States ,Germany,7:30 AM,4:10 PM,8h 40m, 09/02/2007 ,490158, N6003G , DEN07CA153 
20071009X01534 , Personal , United States ,Germany,6:30 AM,7:50 AM,1h 20m, 09/02/2007 ,519020, N304AP , SEA07LA251 
20070911X01379 , Personal , United States ,Germany,11:10 AM,12:30 PM,1h 20m, 09/02/2007 ,496860, N60GE , SEA07LA248 
20071120X01819 , Personal , United States ,Germany,9:40 AM,11:00 AM,1h 20m, 09/02/2007 ,487791, N8280E , NYC07LA214 
20070926X01451 , Personal , United States ,Germany,6:00 AM,7:20 AM,1h 20m, 09/02/2007 ,509717, N61265 , NYC07CA216 
20070910X01346 , Personal , United States ,Germany,8:10 PM,9:30 PM,1h 20m, 09/02/2007 ,528388, N8179 , NYC07CA213 
20070906X01319 , Personal , United States ,Germany,1:30 PM,2:50 PM,1h 20m, 09/02/2007 ,504930, N1344Q , SEA07FA277 
20070910X01344 , Personal , United States ,Germany,5:50 PM,7:10 PM,1h 20m, 09/01/2007 ,500074, N1158S , NYC07CA211 
20070925X01442 , Personal , United States ,Germany,7:30 PM,8:50 PM,1h 20m, 09/01/2007 ,507678, N15425 , LAX07CA266 
20070907X01321 , Personal , United States ,Ghana,7:00 PM,8:20 PM,1h 20m, 09/01/2007 ,498455, N6670A , LAX07CA267 
20070917X01400 , Personal , United States ,Ghana,11:00 AM,12:20 PM,1h 20m, 09/01/2007 ,522746, N904DZ , LAX07CA265 
20070910X01345 , Instructional , United States ,Ghana,1:00 PM,2:20 PM,1h 20m, 09/01/2007 ,522799, N5067T , LAX07CA264 
20070923X01429 , Personal , United States ,Ghana,8:00 PM,9:20 PM,1h 20m, 09/01/2007 ,509502, N733BS , SEA07LA252 
20071205X01902 , Personal , United States ,Ghana,12:00 PM,1:20 PM,1h 20m, 09/01/2007 ,492403, N775CT , ANC07LA094 
20071011X01559 , Personal , United States ,Ghana,6:00 PM,7:20 PM,1h 20m, 09/01/2007 ,512890, N2981S , NYC07LA212 
20071017X01596 , Personal , United States ,Ghana,4:00 PM,5:20 PM,1h 20m, 09/01/2007 ,514157, N559AW , CHI07FA290 
20070927X01454 ,  , United States ,Ghana,8:30 PM,9:50 PM,1h 20m, 09/01/2007 ,496237, N62305 , ANC07TA093 
20070907X01326 , Instructional , United States ,Ghana,9:00 AM,10:20 AM,1h 20m, 08/31/2007 ,495727, N7068U , CHI07FA286 
20071107X01750 , Personal , United States ,Ghana,10:00 AM,11:20 AM,1h 20m, 08/31/2007 ,497073, N75032 , NYC07LA210 
20071017X01597 , Personal , United States ,Ghana,6:00 AM,7:20 AM,1h 20m, 08/31/2007 ,522457, N8600L , DEN07LA152 
20071019X01624 , Personal , United States ,Ghana,6:35 AM,9:20 AM,2h 45m, 08/31/2007 ,523289, N8157Q , NYC07LA209A 
20071011X01558 , Personal , United States ,Ghana,8:00 AM,11:15 AM,3h 15m, 08/31/2007 ,514046, N1560C , NYC07LA209B 
20071004X01509 , Instructional , United States ,Greece,8:00 AM,2:40 PM,6h 40m, 08/31/2007 ,512585, N13PF , CHI07LA288 
20071004X01510 , Personal , United States ,Greece,2:05 PM,8:50 PM,6h 45m, 08/31/2007 ,513079, N605RN , DFW07LA191 
20071004X01511 , Personal , United States ,Greece,9:35 AM,7:55 PM,10h 20m, 08/31/2007 ,503847, N996P , SEA07LA276 
20070927X01457 , Personal , United States ,Greece,8:40 AM,4:00 PM,7h 20m, 08/31/2007 ,496889, N25LB , CHI07CA292 
20070910X01355 ,  , Haiti ,Greece,8:40 AM,4:35 PM,7h 55m, 08/31/2007 ,527985, N2939J , MIA07CA139 
20070916X01395 , Personal , United States ,Greece,12:30 PM,9:10 PM,8h 40m, 08/30/2007 ,519709, N9561G , NYC07LA208A 
20071005X01519 , Business , United States ,Greece,2:30 PM,5:35 PM,3h 5m, 08/30/2007 ,526177, N435SA , NYC07LA208B 
20070911X01372 , Personal , United States ,Greece,2:30 PM,7:30 PM,5h 0m, 08/30/2007 ,505422, N96DF , MIA07FA137 
20070911X01375 , Instructional , United States ,Greece,11:30 AM,5:35 PM,6h 5m, 08/30/2007 ,525967, N3163T , DFW07CA190 
20070906X01318 , Personal , United States ,Greece,8:50 AM,7:10 PM,10h 20m, 08/30/2007 ,501610, N9CU , MIA07CA138 
20070924X01439 , Personal , United States ,Greece,8:40 AM,6:45 PM,10h 5m, 08/30/2007 ,523168, N4824B , NYC07CA215 
20071004X01512 , Instructional , United States ,Greece,12:00 PM,1:20 PM,1h 20m, 08/29/2007 ,527527, N131BW , CHI07CA291 
20071011X01561 , Aerial Application , United States ,Greece,10:00 AM,11:20 AM,1h 20m, 08/29/2007 ,490447, N6kf , LAX07CA260 
20071011X01556 , Instructional , United States ,Greece,3:00 PM,4:20 PM,1h 20m, 08/28/2007 ,504075, N2328M , LAX07CA261 
20071011X01540 , Instructional , United States ,Guatemala,6:05 PM,8:50 PM,2h 45m, 08/28/2007 ,522741, N1802N , LAX07CA262 
20080118X00078 , Personal , United States ,Guatemala,7:00 AM,9:50 AM,2h 50m, 08/28/2007 ,489686, N1813 , DFW07CA192 
20070919X01414 , Aerial Application , United States ,Guatemala,6:40 PM,9:50 PM,3h 10m, 08/28/2007 ,522561, N912GR , LAX07LA263 
20080321X00347 , Personal , United States ,Guatemala,6:35 AM,9:50 AM,3h 15m, 08/28/2007 ,514349, N7410G , ANC07LA095 
20071011X01557 , Personal , United States ,Guatemala,5:05 PM,8:50 PM,3h 45m, 08/27/2007 ,517925, N6193 , NYC07LA207 
